Campanha_ID,Loja_ID,Nome,Canal,Investimento,Vendas Geradas,Data de Início,Data de Fim
42,264,Direta Campanha Online,Email Marketing,491.19,0,2021-03-13 01:09:34,2022-03-12 03:49:39
43,278,Direta Promoção Nacional,Email Marketing,214.7,0,2016-08-31 16:23:01,2016-09-23 06:52:35
44,337,Clássica Campanha Rural,TV,771.94,0,2023-03-17 20:53:28,2023-10-14 07:26:51
45,585,Direta Promoção Inovação,Email Marketing,986.66,0,2019-12-05 00:14:35,2020-01-31 18:45:36
46,233,Clássica Promoção Online,TV,662.25,0,2014-01-22 17:32:53,2014-12-21 12:16:56
47,668,Clássica Impacto Retro,TV,832.86,0,2024-09-21 13:41:59,2024-10-17 20:29:01
48,754,Clássica Impacto Familiar,TV,949.16,0,2019-11-09 07:46:36,2019-12-31 04:25:06
49,935,Direta Campanha Global,Email Marketing,387.84,0,2023-04-19 22:04:31,2023-08-17 01:57:50
50,886,Direta Campanha Nacional,Email Marketing,904.82,0,2021-09-07 11:01:45,2022-07-31 16:18:04
51,69,Direta Campanha Nacional,Email Marketing,702.25,0,2016-12-27 16:07:30,2017-08-03 03:17:54
52,829,Clássica Impacto Vintage,TV,440.42,0,2021-10-12 05:01:49,2021-12-28 22:27:28
53,639,Direta Promoção Gourmet,Email Marketing,803.98,0,2023-10-06 22:50:07,2024-05-14 08:00:46
54,882,Direta Campanha Sustentável,Email Marketing,602.75,0,2015-08-04 15:58:25,2015-12-12 06:03:05
55,55,Clássica Campanha Digital,TV,228.09,0,2023-08-01 16:02:09,2023-09-07 22:04:59
56,18,Direta Impacto Cultural,Email Marketing,876.32,0,2022-05-20 03:45:15,2022-08-10 13:46:17
57,928,Clássica Campanha Fitness,TV,619.49,0,2018-05-17 03:37:52,2018-09-01 13:18:39
58,257,Clássica Promoção Vintage,TV,416.3,0,2018-10-23 22:12:29,2018-11-10 03:33:30
59,1000,Clássica Impacto Global,TV,503.94,0,2014-10-16 02:01:04,2015-04-17 01:50:49
60,420,Direta Campanha Nacional,Email Marketing,336.37,0,2020-05-27 19:30:13,2021-04-29 14:10:03
61,368,Conectada Promoção Online,Redes Sociais,520.01,0,2024-02-22 00:07:20,2024-03-31 04:29:02
62,897,Viral Impacto Global,Influenciadores,613.69,0,2024-09-13 01:53:42,2025-07-29 19:58:40
63,337,Direta Campanha Retro,Email Marketing,896.78,0,2024-09-27 03:25:16,2025-08-06 04:35:32
64,239,Viral Promoção Tradicional,Influenciadores,855.59,0,2024-11-04 10:51:28,2025-07-22 16:18:07
65,635,Direta Impacto Tecnológica,Email Marketing,724.0,0,2014-12-21 05:52:25,2015-07-01 05:52:52
66,691,Alvo Campanha Digital,Google Ads,668.36,0,2022-11-06 13:10:58,2023-10-21 13:19:17
67,971,Clássica Campanha Digital,TV,235.33,0,2021-11-28 07:12:32,2022-09-22 11:02:48
68,860,Viral Promoção Tecnológica,Influenciadores,381.01,0,2023-11-19 09:25:48,2024-03-23 03:41:29
69,158,Direta Impacto Artística,Email Marketing,508.35,0,2024-09-13 02:50:25,2024-12-09 14:30:38
70,291,Conectada Impacto Tradicional,Redes Sociais,993.13,0,2020-10-20 22:19:06,2021-01-05 06:26:13
71,517,Clássica Campanha Retro,TV,363.85,0,2022-03-18 03:44:10,2022-07-21 14:28:46
72,82,Clássica Promoção Familiar,TV,553.26,0,2019-06-17 06:40:14,2020-01-23 23:28:26
73,500,Alvo Campanha Artística,Google Ads,215.53,0,2023-03-31 14:33:47,2023-12-22 08:33:20
74,447,Clássica Impacto Nacional,TV,452.59,0,2014-12-06 06:08:33,2015-11-26 13:08:03
75,82,Alvo Campanha Tradicional,Google Ads,348.07,0,2021-05-18 02:55:33,2021-11-15 22:43:48
76,130,Viral Promoção Artística,Influenciadores,295.03,0,2023-10-28 14:31:30,2024-01-03 21:11:12
77,690,Clássica Impacto Tradicional,TV,888.5,0,2020-08-15 03:00:48,2021-06-26 15:06:34
78,994,Conectada Promoção Fitness,Redes Sociais,359.02,0,2015-07-07 17:13:50,2016-05-16 08:56:52
79,699,Conectada Impacto Cultural,Redes Sociais,536.77,0,2014-11-20 03:44:14,2015-10-23 05:40:10
80,738,Conectada Impacto Desportiva,Redes Sociais,598.69,0,2023-04-24 02:21:19,2023-12-11 23:35:56
81,157,Direta Promoção Clássica,Email Marketing,393.28,0,2022-01-26 04:01:17,2022-12-19 06:41:01
82,409,Clássica Promoção Rural,TV,448.77,0,2024-09-04 22:39:57,2025-05-14 20:36:03
83,278,Direta Promoção Rural,Email Marketing,376.54,0,2020-09-07 03:59:15,2021-06-09 10:06:08
84,45,Clássica Promoção Global,TV,357.13,0,2016-09-15 08:30:00,2017-05-24 10:13:20
85,141,Direta Impacto Desportiva,Email Marketing,814.49,0,2017-02-28 20:49:00,2017-12-24 20:11:49
86,101,Direta Impacto Online,Email Marketing,900.19,0,2015-03-25 22:56:44,2015-07-02 05:07:46
87,251,Viral Campanha Ecológica,Influenciadores,419.41,0,2019-10-16 13:56:06,2020-05-16 12:26:38
88,3,Conectada Promoção Familiar,Redes Sociais,226.24,5452,2024-09-14 09:08:32,2025-06-07 11:49:46
89,956,Direta Promoção Desportiva,Email Marketing,975.72,0,2019-03-24 09:41:10,2019-09-11 15:39:14
90,530,Clássica Impacto Fitness,TV,910.59,0,2024-05-10 21:30:07,2024-08-22 04:02:57
91,759,Conectada Impacto Local,Redes Sociais,522.4,0,2018-09-08 15:53:20,2019-06-22 02:03:49
92,867,Clássica Campanha Rural,TV,664.05,0,2014-11-04 20:03:37,2015-08-09 17:34:20
93,194,Clássica Impacto Contemporânea,TV,627.68,0,2017-03-02 01:57:16,2017-10-18 18:42:20
94,806,Viral Campanha Retro,Influenciadores,556.46,0,2021-07-22 00:04:05,2022-03-30 03:55:15
95,415,Alvo Impacto Urbana,Google Ads,504.3,0,2014-05-17 10:32:05,2014-10-05 22:45:43
96,485,Conectada Promoção Tecnológica,Redes Sociais,588.54,0,2018-04-21 18:21:13,2019-02-08 04:26:01
97,488,Direta Promoção Nacional,Email Marketing,444.22,0,2019-07-14 07:24:39,2019-07-31 10:11:03
98,785,Viral Promoção Online,Influenciadores,746.27,0,2016-11-11 11:34:33,2017-02-13 11:00:12
99,708,Conectada Impacto Retro,Redes Sociais,705.23,0,2024-01-22 17:16:59,2025-01-10 12:06:06
100,792,Viral Promoção Fitness,Influenciadores,704.5,0,2023-05-28 16:17:10,2023-08-01 09:32:09
101,121,Viral Impacto Sustentável,Influenciadores,248.28,0,2021-11-26 17:35:36,2022-04-02 04:48:20
102,347,Direta Impacto Fitness,Email Marketing,668.98,0,2014-06-05 15:42:54,2015-03-21 06:23:03
103,931,Viral Campanha Tradicional,Influenciadores,777.59,0,2023-05-14 06:51:31,2023-12-06 16:53:10
104,131,Clássica Impacto Inovação,TV,320.37,0,2019-08-24 17:02:27,2020-07-29 22:33:23
105,156,Direta Impacto Tecnológica,Email Marketing,550.43,0,2024-05-13 20:15:04,2024-09-20 01:26:59
106,989,Alvo Impacto Digital,Google Ads,365.75,0,2020-07-13 10:59:32,2020-11-15 17:03:38
107,227,Alvo Campanha Inovação,Google Ads,451.61,0,2022-09-29 14:37:06,2023-05-20 06:20:33
108,874,Alvo Campanha Tradicional,Google Ads,425.1,0,2024-07-26 04:55:23,2024-12-26 03:34:47
109,380,Alvo Campanha Familiar,Google Ads,799.47,0,2020-02-16 14:50:40,2020-05-31 13:13:43
110,138,Conectada Campanha Fitness,Redes Sociais,561.06,0,2020-05-19 11:10:46,2021-05-06 12:59:40
111,149,Direta Impacto Cultural,Email Marketing,221.92,0,2021-08-13 16:01:27,2022-01-02 17:59:37
112,738,Clássica Impacto Rural,TV,231.98,0,2020-01-24 09:20:50,2020-05-13 20:08:21
113,823,Conectada Impacto Gourmet,Redes Sociais,387.64,0,2021-01-13 20:31:15,2021-09-22 12:52:16
114,840,Viral Impacto Nacional,Influenciadores,429.55,0,2023-01-08 16:33:04,2023-07-19 15:59:29
115,275,Direta Promoção Sustentável,Email Marketing,812.17,0,2020-02-18 02:46:30,2020-07-05 06:24:31
116,919,Clássica Impacto Gourmet,TV,359.94,0,2022-10-04 00:04:52,2023-09-08 04:06:58
117,345,Conectada Promoção Tecnológica,Redes Sociais,858.11,0,2023-03-21 07:57:57,2023-11-28 10:24:39
118,244,Conectada Promoção Digital,Redes Sociais,297.1,0,2017-08-20 23:53:31,2017-09-20 06:32:28
119,159,Conectada Impacto Local,Redes Sociais,772.07,0,2017-10-15 05:36:44,2018-04-27 07:13:40
120,727,Conectada Promoção Cultural,Redes Sociais,462.23,0,2015-12-21 09:24:41,2016-02-27 10:25:35
121,658,Viral Campanha Desportiva,Influenciadores,872.57,0,2015-04-05 14:26:23,2015-07-30 01:27:49
122,186,Conectada Impacto Local,Redes Sociais,600.52,0,2021-11-11 12:17:38,2022-08-10 05:03:29
123,70,Clássica Campanha Inovação,TV,858.78,0,2024-10-07 21:17:14,2025-10-07 16:36:26
124,229,Alvo Campanha Familiar,Google Ads,837.24,0,2024-03-17 19:24:16,2024-12-08 13:58:35
125,255,Conectada Promoção Nacional,Redes Sociais,498.45,0,2014-11-20 05:54:14,2015-10-19 13:49:42
126,561,Viral Campanha Sustentável,Influenciadores,482.6,0,2023-02-10 03:55:24,2023-09-08 06:07:35
127,487,Clássica Promoção Digital,TV,612.91,0,2018-03-01 21:05:24,2018-07-17 13:01:26
128,93,Direta Impacto Local,Email Marketing,976.27,0,2021-09-30 05:16:29,2021-12-12 07:00:12
129,240,Alvo Promoção Cultural,Google Ads,622.52,0,2019-12-08 01:52:15,2020-09-29 06:26:41
130,263,Clássica Impacto Global,TV,922.94,0,2024-09-16 09:49:40,2025-05-27 18:38:17
131,729,Clássica Impacto Familiar,TV,362.43,0,2023-07-25 07:59:47,2024-05-31 17:35:02
132,624,Conectada Promoção Digital,Redes Sociais,632.69,0,2016-06-02 03:15:38,2016-09-12 12:18:51
133,271,Viral Promoção De Luxo,Influenciadores,418.64,0,2023-01-24 20:09:07,2023-04-05 17:53:00
134,262,Clássica Promoção Vintage,TV,290.65,0,2016-10-18 00:44:46,2016-11-23 03:59:26
135,787,Viral Promoção Sustentável,Influenciadores,662.91,0,2022-10-21 17:44:15,2023-01-01 15:05:19
136,626,Conectada Promoção Urbana,Redes Sociais,664.12,0,2022-08-14 10:51:35,2023-05-18 08:17:55
137,728,Alvo Campanha Urbana,Google Ads,779.82,0,2019-03-23 22:46:17,2019-10-22 10:19:14
138,868,Direta Campanha Nacional,Email Marketing,639.16,0,2015-03-22 07:35:12,2015-04-15 16:18:59
139,343,Alvo Campanha Vintage,Google Ads,349.71,0,2016-04-20 03:40:38,2016-09-07 14:23:28
140,769,Direta Campanha Vintage,Email Marketing,922.96,0,2024-07-24 20:11:36,2024-11-24 10:06:13
141,646,Clássica Promoção Retro,TV,493.98,0,2018-12-08 11:37:40,2019-10-02 16:50:38
142,579,Viral Promoção Vintage,Influenciadores,869.72,0,2022-10-02 07:29:57,2022-12-17 21:36:38
143,770,Clássica Promoção Online,TV,304.38,0,2014-04-04 09:21:43,2014-11-24 11:58:32
144,492,Clássica Campanha Contemporânea,TV,581.17,0,2024-08-29 01:51:55,2025-02-12 03:59:01
145,404,Conectada Campanha Sustentável,Redes Sociais,354.38,0,2020-03-24 07:58:26,2020-11-23 15:15:04
146,922,Viral Promoção Nacional,Influenciadores,745.21,0,2017-03-16 12:40:45,2017-04-08 22:44:28
147,935,Direta Impacto Online,Email Marketing,942.95,0,2019-02-01 18:12:38,2019-06-23 01:47:43
148,594,Clássica Promoção Familiar,TV,324.39,0,2023-10-19 19:53:40,2024-08-29 12:56:19
149,518,Conectada Campanha Retro,Redes Sociais,943.95,0,2023-08-11 00:39:07,2024-06-10 18:32:11
150,574,Viral Campanha Online,Influenciadores,313.84,0,2015-07-11 17:36:55,2016-05-08 00:25:14
151,235,Direta Promoção Cultural,Email Marketing,458.01,0,2017-11-26 11:31:34,2018-11-03 01:57:48
152,994,Clássica Promoção Global,TV,608.12,0,2016-08-06 23:35:22,2016-11-06 00:16:01
153,700,Clássica Campanha Fitness,TV,511.87,0,2023-01-19 03:06:11,2023-06-30 21:39:32
154,348,Alvo Impacto Tradicional,Google Ads,232.25,0,2021-08-08 00:46:54,2021-11-09 01:41:09
155,822,Clássica Impacto Inovação,TV,744.55,0,2021-08-22 11:38:33,2022-03-07 14:03:48
156,701,Alvo Campanha Urbana,Google Ads,659.55,0,2022-09-16 15:29:54,2023-08-25 18:51:58
157,992,Conectada Campanha Tradicional,Redes Sociais,305.38,0,2017-02-01 08:19:17,2017-07-16 11:30:25
158,546,Conectada Impacto Gourmet,Redes Sociais,243.18,0,2019-07-03 06:14:18,2019-09-17 19:06:57
159,106,Direta Promoção Fitness,Email Marketing,635.19,0,2020-12-02 04:21:14,2021-11-13 00:31:15
160,440,Direta Impacto Urbana,Email Marketing,502.07,0,2023-01-25 12:16:59,2023-12-01 00:18:01
161,904,Alvo Promoção Desportiva,Google Ads,319.76,0,2019-10-16 08:13:13,2020-07-22 17:48:37
162,9,Direta Impacto Contemporânea,Email Marketing,619.43,0,2020-03-27 00:30:29,2020-12-16 06:50:01
163,981,Clássica Promoção Retro,TV,408.85,0,2018-12-11 18:36:31,2019-03-27 08:06:52
164,366,Viral Impacto Rural,Influenciadores,659.19,0,2022-08-21 05:00:36,2023-07-04 18:27:03
165,197,Conectada Promoção Clássica,Redes Sociais,946.5,0,2021-01-28 02:31:23,2021-12-19 05:03:47
166,720,Viral Campanha Global,Influenciadores,793.71,0,2016-07-11 21:14:45,2017-02-18 05:05:09
167,528,Clássica Campanha Contemporânea,TV,762.68,0,2018-11-17 05:01:05,2019-09-04 12:36:49
168,724,Direta Promoção Cultural,Email Marketing,802.28,0,2020-10-29 21:50:53,2021-05-21 04:40:44
169,18,Clássica Impacto Online,TV,906.74,0,2024-01-04 02:53:36,2024-10-22 03:22:57
170,812,Clássica Promoção Ecológica,TV,977.11,0,2015-02-12 20:21:18,2015-12-07 22:45:04
171,496,Viral Impacto Artística,Influenciadores,712.99,0,2014-08-17 13:11:47,2015-01-29 04:06:13
172,392,Direta Impacto Nacional,Email Marketing,311.31,0,2020-03-01 11:08:26,2020-05-02 10:07:54
173,105,Viral Campanha Online,Influenciadores,497.27,0,2021-06-30 01:51:16,2021-09-22 05:08:45
174,145,Alvo Promoção Tradicional,Google Ads,791.04,0,2024-01-09 22:29:30,2024-08-23 16:20:19
175,192,Viral Campanha Familiar,Influenciadores,660.15,0,2014-09-13 04:47:59,2014-11-30 01:27:19
176,417,Viral Promoção Local,Influenciadores,358.6,0,2018-02-05 20:12:17,2018-04-22 20:59:08
177,167,Conectada Promoção Artística,Redes Sociais,912.28,0,2016-05-13 01:35:37,2017-01-18 01:35:31
178,555,Viral Impacto Urbana,Influenciadores,558.97,0,2022-03-05 13:25:57,2022-10-03 16:46:00
179,959,Alvo Promoção Tradicional,Google Ads,783.87,0,2018-08-01 14:46:04,2019-06-09 08:31:52
180,387,Conectada Impacto Clássica,Redes Sociais,342.37,0,2023-11-13 01:40:02,2024-05-30 02:25:55
181,134,Viral Impacto Ecológica,Influenciadores,468.04,0,2024-03-26 06:46:44,2024-07-30 06:01:05
182,735,Alvo Impacto Tradicional,Google Ads,255.97,0,2020-03-29 13:57:56,2021-02-10 08:22:20
183,219,Clássica Impacto Artística,TV,460.7,0,2015-01-07 20:46:44,2015-12-18 01:21:24
184,386,Direta Campanha Tradicional,Email Marketing,768.55,0,2020-02-11 12:16:11,2020-04-17 01:34:34
185,949,Conectada Campanha Tradicional,Redes Sociais,504.45,0,2021-02-24 13:52:16,2021-06-24 16:45:14
186,619,Alvo Campanha Ecológica,Google Ads,980.22,0,2024-10-28 07:08:06,2025-05-02 00:24:44
187,122,Clássica Promoção Urbana,TV,768.22,0,2018-01-28 21:36:55,2018-11-03 03:26:16
188,370,Alvo Promoção Global,Google Ads,553.41,0,2024-05-17 22:11:53,2024-10-30 23:03:18
189,363,Conectada Campanha Nacional,Redes Sociais,445.66,0,2023-10-10 01:37:49,2024-08-26 19:27:32
190,721,Viral Campanha Tecnológica,Influenciadores,858.09,0,2020-10-23 05:12:38,2021-10-04 11:52:01
191,788,Alvo Campanha Rural,Google Ads,411.1,0,2017-04-22 18:32:59,2018-01-29 10:25:44
192,517,Direta Campanha Global,Email Marketing,539.86,0,2017-01-30 11:34:33,2017-10-16 17:49:24
193,20,Clássica Campanha Digital,TV,777.77,0,2016-09-22 07:24:28,2017-08-31 01:05:47
194,436,Clássica Campanha Desportiva,TV,258.91,0,2015-05-10 15:07:20,2015-09-11 08:15:47
195,804,Alvo Campanha Familiar,Google Ads,499.9,0,2021-11-24 02:24:06,2022-01-16 12:47:20
196,765,Direta Impacto Global,Email Marketing,372.59,0,2017-07-01 11:45:44,2017-09-03 15:56:16
197,942,Clássica Campanha Inovação,TV,696.3,0,2024-04-24 20:33:13,2024-10-26 04:11:46
198,466,Clássica Impacto Rural,TV,607.35,0,2018-06-15 07:03:16,2019-01-22 14:48:07
199,607,Alvo Promoção Retro,Google Ads,613.28,0,2014-03-08 08:57:20,2014-06-20 00:01:47
200,488,Conectada Campanha Gourmet,Redes Sociais,873.84,0,2024-03-03 00:26:24,2024-06-19 10:10:38
201,40,Conectada Promoção Digital,Redes Sociais,986.92,0,2024-11-08 20:51:35,2025-10-24 21:31:36
202,407,Conectada Impacto Tradicional,Redes Sociais,603.96,0,2014-08-27 15:35:40,2014-11-30 06:20:45
203,735,Direta Impacto Tradicional,Email Marketing,602.73,0,2019-11-15 01:11:32,2020-01-30 10:34:45
204,500,Direta Campanha Vintage,Email Marketing,650.62,0,2022-07-19 04:54:34,2023-03-23 21:08:09
205,591,Conectada Campanha Clássica,Redes Sociais,607.81,0,2021-02-27 03:41:21,2021-09-18 06:07:09
206,126,Alvo Promoção Digital,Google Ads,982.86,0,2019-07-10 16:46:35,2019-08-06 20:34:05
207,655,Clássica Campanha Nacional,TV,294.93,0,2017-01-24 10:56:27,2017-05-31 09:40:46
208,935,Conectada Promoção Global,Redes Sociais,872.53,0,2018-08-01 07:03:20,2019-06-18 03:41:22
209,493,Alvo Campanha Cultural,Google Ads,223.08,0,2023-02-22 13:17:14,2023-07-21 21:36:46
210,106,Viral Promoção Global,Influenciadores,269.32,0,2014-12-11 03:59:00,2015-02-27 10:43:56
211,318,Direta Impacto Cultural,Email Marketing,864.17,0,2019-03-20 13:43:43,2019-12-20 12:10:23
212,663,Alvo Promoção Digital,Google Ads,452.26,0,2022-04-04 04:58:53,2022-05-01 13:22:42
213,535,Clássica Campanha Cultural,TV,798.34,0,2018-09-10 01:21:09,2019-08-28 20:20:43
214,77,Alvo Impacto Fitness,Google Ads,580.9,0,2018-01-12 06:31:33,2019-01-08 19:26:07
215,140,Clássica Promoção Clássica,TV,341.01,0,2018-12-09 00:24:46,2019-06-26 14:58:24
216,606,Direta Promoção Artística,Email Marketing,459.88,0,2020-02-05 09:16:13,2020-08-19 12:11:34
217,688,Alvo Promoção Urbana,Google Ads,303.62,0,2023-11-08 21:39:15,2024-01-19 12:37:27
218,113,Clássica Impacto Global,TV,424.29,0,2024-09-11 07:29:07,2025-09-02 22:11:39
219,402,Alvo Campanha Urbana,Google Ads,816.64,0,2019-05-16 16:57:39,2020-01-27 11:22:07
220,773,Direta Impacto Urbana,Email Marketing,396.22,0,2015-04-28 15:39:33,2016-02-27 16:55:35
221,914,Direta Impacto Online,Email Marketing,636.82,0,2024-11-25 12:46:48,2025-01-04 05:16:30
222,148,Viral Campanha Vintage,Influenciadores,209.43,0,2016-01-04 13:05:45,2016-01-25 04:33:22
223,816,Viral Impacto Gourmet,Influenciadores,959.23,0,2016-06-30 17:11:19,2017-01-10 08:37:26
224,978,Direta Campanha Artística,Email Marketing,641.54,0,2014-10-13 20:30:27,2015-02-26 04:05:59
225,762,Conectada Campanha Rural,Redes Sociais,436.18,0,2017-12-10 23:49:30,2018-10-28 11:55:09
226,288,Direta Campanha Nacional,Email Marketing,799.38,0,2015-12-12 16:24:34,2016-12-04 14:12:30
227,636,Clássica Promoção Clássica,TV,353.61,0,2023-12-07 07:07:27,2024-02-26 06:13:55
228,503,Conectada Impacto Fitness,Redes Sociais,767.69,0,2019-09-19 21:48:52,2020-02-28 18:46:40
229,733,Clássica Campanha Cultural,TV,388.1,0,2020-12-12 03:10:30,2021-07-17 15:31:44
230,409,Viral Impacto Online,Influenciadores,965.46,0,2017-07-01 07:22:11,2017-09-16 15:20:23
231,528,Conectada Campanha Gourmet,Redes Sociais,335.11,0,2020-08-20 11:01:36,2021-06-28 22:06:23
232,211,Clássica Impacto Ecológica,TV,470.12,0,2015-07-31 02:53:03,2015-12-22 03:39:53
233,681,Direta Impacto Online,Email Marketing,562.49,0,2022-11-05 11:30:10,2023-01-29 21:53:04
234,376,Direta Campanha Local,Email Marketing,336.82,0,2022-05-20 11:04:57,2022-08-21 12:39:29
235,880,Direta Impacto Familiar,Email Marketing,354.32,0,2018-12-08 23:40:16,2019-03-03 05:11:02
236,712,Viral Promoção Gourmet,Influenciadores,442.12,0,2022-09-05 03:22:03,2023-03-16 08:44:44
237,621,Direta Campanha Urbana,Email Marketing,321.78,0,2016-07-18 01:21:57,2016-11-02 01:26:33
238,568,Conectada Campanha Cultural,Redes Sociais,991.76,0,2021-08-08 14:11:31,2021-10-24 16:40:21
239,612,Viral Campanha Gourmet,Influenciadores,828.46,0,2014-06-27 10:08:34,2015-06-27 22:27:17
240,359,Alvo Impacto Inovação,Google Ads,856.38,0,2016-01-13 22:56:17,2016-07-31 12:07:06
241,14,Conectada Campanha Ecológica,Redes Sociais,746.02,0,2020-11-07 10:09:21,2020-12-20 23:14:34
242,544,Alvo Promoção Retro,Google Ads,924.17,0,2023-08-17 03:34:14,2024-07-20 14:33:10
243,770,Viral Impacto Digital,Influenciadores,267.48,0,2017-10-03 02:28:37,2018-02-03 05:09:20
244,799,Conectada Impacto Fitness,Redes Sociais,203.16,0,2020-12-19 17:49:03,2021-01-29 11:03:10
245,319,Alvo Campanha Digital,Google Ads,543.4,0,2021-02-16 00:30:52,2021-11-27 15:03:16
246,779,Conectada Impacto Global,Redes Sociais,628.56,0,2016-11-10 19:59:53,2017-08-04 17:56:37
247,41,Clássica Impacto Local,TV,257.33,0,2016-03-10 06:16:19,2016-06-09 04:51:35
248,814,Clássica Campanha Digital,TV,938.8,0,2024-07-15 10:43:37,2025-02-06 00:41:32
249,261,Alvo Impacto Rural,Google Ads,444.81,0,2020-01-07 01:25:18,2020-05-27 13:21:36
250,310,Conectada Impacto Clássica,Redes Sociais,591.11,0,2022-10-03 04:04:01,2023-08-29 01:22:14
251,543,Conectada Impacto Retro,Redes Sociais,533.82,0,2020-10-07 16:32:27,2021-01-01 22:08:43
252,97,Clássica Promoção Vintage,TV,813.69,0,2016-10-10 07:51:08,2017-09-21 18:27:41
253,602,Conectada Impacto Tecnológica,Redes Sociais,523.88,0,2021-10-19 01:14:10,2022-01-15 09:24:09
254,685,Conectada Impacto Urbana,Redes Sociais,695.96,0,2015-06-07 09:55:53,2016-05-25 21:57:43
255,934,Viral Impacto Global,Influenciadores,481.79,0,2016-10-22 04:03:04,2017-08-05 15:46:45
