Venda_ID,Loja_ID,Produto_ID,Cliente_ID,Colaborador_ID,Quantidade,Preço Unitário,Data da Venda,Canal de Venda
272,3,415,824,281,33,579.09,2017-05-27 20:57:45,Física
273,4,715,653,54,36,585.51,2016-12-17 17:04:08,Física
274,5,935,845,228,40,261.43,2018-12-25 00:00:45,Online
275,5,744,51,196,81,434.08,2020-01-27 21:11:05,Física
276,1,635,940,479,36,524.78,2019-07-09 00:19:35,Física
277,5,7,305,320,75,472.16,2019-10-19 09:54:26,Física
278,2,551,324,466,45,107.58,2020-03-23 03:44:30,Física
279,1,4,720,264,32,500.15,2015-11-30 14:10:59,Física
280,1,648,477,38,82,332.78,2017-03-21 14:04:05,Online
281,2,717,113,116,67,830.07,2019-06-26 04:45:57,Online
282,4,908,272,295,12,43.08,2021-05-29 02:15:20,Online
283,5,651,783,78,68,680.19,2019-12-16 03:46:09,Física
284,5,751,970,118,2,702.47,2018-11-14 12:22:51,Física
285,2,507,493,241,55,783.63,2014-02-07 18:57:44,Física
286,4,516,398,70,26,803.68,2015-04-16 16:42:12,Física
287,2,963,185,359,99,980.36,2016-03-01 15:48:24,Física
288,1,613,758,450,4,31.41,2021-10-23 03:03:36,Online
289,1,938,845,336,69,552.76,2019-11-01 04:21:47,Online
290,3,378,953,5,85,760.33,2016-04-03 23:37:04,Física
291,5,341,195,441,40,505.52,2020-10-09 05:41:31,Física
292,5,784,698,425,36,539.22,2019-12-10 21:56:30,Física
293,5,319,639,329,85,176.56,2014-02-02 06:15:46,Online
294,5,879,823,148,71,25.93,2015-06-21 01:00:15,Online
295,4,55,30,353,40,50.92,2016-04-13 03:45:30,Online
296,1,72,648,275,4,451.41,2016-06-10 02:59:00,Física
297,4,89,746,468,38,575.41,2020-01-10 09:38:20,Física
298,2,646,899,334,11,666.56,2020-10-18 15:41:37,Física
299,3,249,650,289,64,814.52,2020-01-11 10:27:25,Física
300,5,108,261,280,50,767.56,2017-05-17 14:40:41,Física
301,3,490,105,219,13,522.34,2021-11-04 04:08:15,Online
302,1,390,903,494,94,447.28,2021-05-24 09:18:06,Física
303,1,424,548,126,47,494.79,2018-08-30 06:05:53,Online
304,1,622,744,195,26,607.08,2019-07-10 21:14:47,Online
305,1,251,559,200,85,322.06,2016-12-09 16:15:34,Física
306,2,380,103,46,41,682.5,2016-07-05 20:18:42,Online
307,3,274,58,99,95,631.45,2017-01-12 11:31:00,Física
308,3,434,569,241,18,618.0,2017-05-14 00:37:00,Online
309,2,630,566,390,50,998.79,2014-09-03 10:32:23,Física
310,1,923,92,101,33,921.12,2015-10-10 02:17:04,Online
311,3,149,522,19,18,65.96,2019-08-23 06:53:18,Online
312,5,277,734,483,25,487.03,2021-11-15 08:54:12,Física
313,3,851,954,163,68,663.1,2019-08-09 02:45:40,Física
314,5,587,529,67,65,374.46,2021-05-08 20:06:25,Online
315,4,140,292,387,12,356.15,2016-09-14 23:17:56,Online
316,1,941,722,68,65,397.4,2018-12-10 15:53:51,Física
317,1,396,467,271,62,235.5,2021-02-09 03:55:28,Online
318,5,292,661,182,97,353.07,2021-10-04 22:11:20,Online
319,3,811,489,405,65,666.66,2015-08-24 20:55:36,Física
320,5,577,70,19,76,306.45,2017-05-28 10:55:13,Online
321,5,730,812,432,2,835.47,2015-02-25 01:44:29,Online
322,2,220,127,470,51,986.06,2015-07-18 17:43:36,Física
323,3,819,325,429,74,25.42,2019-04-05 22:03:49,Online
324,5,370,991,142,23,821.09,2018-10-13 05:01:11,Online
325,5,896,32,378,79,155.87,2016-07-22 15:03:20,Física
326,2,650,578,408,2,164.02,2016-03-08 20:38:00,Física
327,3,805,435,362,90,7.14,2017-10-02 07:21:47,Física
328,2,827,799,277,91,516.72,2014-08-11 15:29:47,Física
329,4,635,402,65,77,128.47,2018-09-23 08:27:32,Online
330,4,475,301,123,4,804.55,2018-01-07 20:51:30,Física
331,2,434,628,382,28,472.86,2016-10-06 23:08:46,Online
332,1,397,223,33,21,803.53,2015-10-24 20:16:00,Física
333,1,676,661,409,95,524.07,2017-01-14 07:56:44,Física
334,2,169,198,193,36,303.11,2021-05-03 02:13:35,Física
335,1,602,751,491,63,205.87,2019-01-10 20:55:40,Física
336,2,830,362,281,52,702.96,2018-02-09 13:51:00,Física
337,5,27,62,12,31,849.25,2021-10-02 13:54:26,Física
338,3,480,143,71,87,212.83,2020-11-04 03:15:57,Online
339,2,7,902,20,58,57.53,2019-04-03 04:52:37,Física
340,4,696,716,290,2,887.46,2015-12-04 14:31:56,Física
341,1,525,147,192,90,292.83,2016-02-07 23:37:18,Online
342,1,213,250,89,26,883.22,2021-11-28 07:39:22,Física
343,1,911,295,437,17,545.25,2016-07-26 01:38:13,Online
344,5,801,130,64,82,29.68,2017-12-16 21:49:10,Online
345,1,281,219,365,4,119.44,2021-03-29 04:35:14,Online
346,1,816,471,480,63,230.38,2019-08-04 04:43:47,Física
347,2,151,350,244,30,680.2,2016-06-13 08:53:19,Online
348,2,634,236,485,52,755.55,2018-01-12 08:27:57,Física
349,5,348,325,78,55,53.73,2021-08-12 05:32:10,Física
350,3,965,841,448,22,572.07,2015-04-19 21:07:36,Online
351,3,889,37,231,62,709.34,2019-03-05 00:38:09,Online
352,3,328,527,235,90,980.66,2021-12-28 13:07:12,Física
353,4,244,162,82,51,832.4,2019-10-05 06:42:41,Online
354,4,594,330,481,81,224.41,2019-01-14 19:24:06,Física
355,5,931,148,130,88,838.75,2018-04-11 11:24:36,Online
356,1,329,599,109,98,365.34,2019-04-06 08:55:05,Online
357,1,406,513,443,95,546.19,2015-04-03 20:28:15,Online
358,3,612,193,220,6,70.14,2014-11-20 15:34:22,Física
359,4,598,108,115,2,160.96,2021-02-21 07:05:34,Física
360,3,439,234,105,83,247.21,2016-11-30 04:14:57,Física
361,2,751,451,244,74,457.65,2020-01-18 08:19:12,Online
362,5,59,376,94,40,549.16,2014-08-29 10:11:39,Física
363,4,979,494,345,93,290.17,2016-11-21 20:37:18,Online
364,2,684,728,7,16,116.12,2014-08-31 13:09:33,Física
365,5,455,870,392,86,690.63,2016-04-09 16:27:09,Online
366,1,753,72,25,34,98.45,2018-07-26 07:33:06,Física
367,3,975,117,411,70,817.2,2015-08-24 04:22:25,Física
368,5,783,439,108,31,524.74,2020-06-22 18:52:16,Física
369,1,812,666,179,24,838.4,2021-07-28 01:26:39,Física
370,2,664,859,288,16,267.06,2018-08-18 03:14:29,Online
371,4,445,883,104,10,813.31,2017-10-28 12:38:28,Física
372,5,571,837,135,20,418.73,2019-03-18 11:09:23,Física
373,1,521,695,205,80,51.9,2019-06-27 15:43:06,Física
374,1,902,596,53,90,444.17,2021-11-25 15:59:22,Online
375,3,270,859,387,37,776.33,2018-07-24 23:14:19,Física
376,4,260,209,306,82,578.08,2019-04-27 21:56:18,Física
377,5,532,527,132,98,883.27,2017-04-27 16:06:55,Online
378,5,392,362,329,74,970.08,2021-09-23 23:50:19,Online
379,2,43,559,452,6,388.29,2015-11-18 20:29:28,Online
380,5,338,274,436,62,826.91,2017-06-17 10:31:56,Online
381,5,557,227,476,87,940.74,2018-04-03 09:10:42,Física
382,4,863,804,442,7,436.85,2014-08-04 15:05:55,Física
383,3,418,111,461,24,848.72,2019-02-09 01:27:53,Online
384,2,450,105,126,99,220.06,2014-10-11 20:03:25,Física
385,4,731,13,234,5,439.39,2018-08-21 13:14:44,Online
386,4,400,398,439,64,570.71,2015-07-22 03:38:06,Física
387,4,389,780,189,34,780.77,2017-01-07 06:20:55,Física
388,4,335,835,400,60,730.14,2016-11-16 13:48:53,Online
389,4,580,97,97,66,355.98,2017-05-05 02:10:50,Física
390,2,103,440,100,68,947.22,2018-05-05 11:11:03,Física
391,3,871,6,28,8,628.29,2016-03-08 15:41:01,Online
392,4,651,958,456,40,559.66,2020-08-08 17:46:09,Online
393,3,357,244,306,45,675.51,2021-08-18 13:59:52,Física
394,1,520,895,366,85,236.21,2014-05-03 16:15:52,Online
395,5,570,902,42,26,768.75,2018-02-11 00:46:59,Física
396,4,955,295,138,98,553.79,2021-09-04 11:27:13,Física
397,5,244,18,35,95,876.39,2014-05-12 11:35:47,Online
398,1,100,281,297,65,397.44,2021-05-27 19:30:47,Online
399,2,481,878,151,61,44.78,2021-02-28 20:57:37,Física
400,1,614,476,299,36,131.57,2020-02-13 06:01:48,Física
401,1,35,225,476,56,440.59,2015-11-13 12:01:00,Física
402,3,713,297,304,82,562.11,2014-04-06 13:20:21,Física
403,3,219,857,294,92,645.37,2020-05-12 11:40:02,Online
404,4,939,283,201,68,458.7,2017-08-14 10:38:35,Física
405,2,460,435,335,83,792.71,2021-05-25 05:08:12,Online
406,3,666,619,408,85,657.38,2020-07-30 20:08:13,Online
407,3,52,591,136,84,378.37,2018-07-14 12:50:38,Física
408,2,478,662,303,42,361.63,2021-04-26 19:10:37,Online
409,1,661,710,378,2,622.8,2018-12-10 06:25:59,Física
410,1,504,385,90,23,498.94,2014-12-28 20:13:57,Física
411,1,630,367,67,68,881.85,2014-12-01 10:18:02,Online
412,2,291,739,51,22,873.92,2020-06-13 16:48:05,Online
413,2,81,206,371,85,132.16,2016-03-09 15:53:05,Física
414,5,130,248,422,72,531.61,2021-08-04 21:51:53,Física
415,2,136,415,335,47,577.47,2014-08-08 16:11:10,Online
416,2,791,991,57,7,443.71,2020-02-12 01:47:28,Online
417,5,955,993,112,79,422.42,2020-06-08 08:50:38,Física
418,5,317,88,68,83,228.21,2014-08-05 15:22:05,Online
419,5,361,601,309,56,22.08,2020-03-23 22:02:23,Online
420,4,67,406,64,3,67.56,2018-11-04 11:18:29,Online
421,4,353,774,30,18,354.69,2014-02-02 07:30:46,Física
422,3,593,829,477,34,246.98,2020-08-07 08:51:52,Física
423,4,830,667,239,17,846.02,2018-04-10 06:09:39,Física
424,4,896,560,78,63,435.59,2015-08-06 12:34:50,Física
425,3,981,81,137,23,122.14,2015-02-13 04:42:29,Online
426,1,259,402,221,88,739.43,2016-02-06 03:15:05,Online
427,3,997,168,63,44,155.27,2016-06-03 06:19:14,Física
428,1,518,11,184,32,206.67,2015-07-08 16:33:57,Física
429,4,945,417,76,67,2.72,2016-09-25 10:28:48,Online
430,5,229,488,407,83,425.03,2015-05-05 00:52:53,Online
431,3,830,784,94,94,990.16,2017-04-08 04:28:01,Online
432,4,576,236,343,58,531.13,2017-05-05 03:52:34,Física
433,5,43,818,84,60,806.54,2016-02-15 19:59:23,Online
