Venda_ID,Loja_ID,Produto_ID,Cliente_ID,Colaborador_ID,Quantidade,Preço Unitário,Data da Venda,Canal de Venda
103,5,795,964,10,86,447.75,2022-05-21 05:57:29,Física
104,1,499,63,445,98,260.13,2023-08-21 04:06:48,Física
105,5,494,568,151,94,677.21,2014-06-14 20:21:53,Online
106,1,62,639,406,53,980.66,2022-09-01 01:49:31,Online
107,3,213,338,464,87,822.6,2021-10-30 16:43:57,Online
108,3,486,302,115,28,279.98,2021-04-26 02:13:58,Online
109,1,509,82,105,1,172.85,2023-03-04 08:58:05,Física
110,5,345,470,478,52,463.8,2018-06-22 14:37:09,Online
111,2,990,417,392,15,223.43,2022-05-18 22:04:37,Online
112,2,525,942,340,86,430.76,2019-10-30 12:10:12,Online
113,1,278,284,493,17,583.36,2017-01-13 12:10:42,Online
114,2,906,72,260,48,122.63,2021-01-13 15:04:09,Online
115,4,146,981,268,57,484.83,2018-07-14 06:10:42,Física
116,4,139,791,264,86,392.93,2022-11-18 14:43:41,Física
117,1,930,399,410,76,248.39,2022-01-01 14:04:17,Física
118,4,236,569,203,96,992.86,2016-04-10 02:53:14,Física
119,4,18,128,357,57,570.85,2017-08-11 17:59:09,Online
120,4,347,178,42,88,55.51,2020-10-09 15:09:03,Online
121,2,421,736,177,23,200.69,2024-05-13 12:00:43,Online
122,4,965,680,195,42,500.77,2019-12-15 16:16:47,Física
123,2,866,141,108,85,833.49,2022-02-04 16:16:16,Online
124,4,689,743,211,26,504.6,2015-05-24 07:07:31,Física
125,5,309,928,292,68,312.64,2024-09-28 21:23:16,Física
126,5,122,325,37,96,97.83,2015-05-14 14:14:36,Física
127,3,279,198,449,58,610.96,2020-12-01 21:59:59,Física
128,2,160,558,47,29,348.7,2018-09-15 15:29:04,Online
129,3,79,268,29,20,319.97,2015-11-28 20:33:05,Física
130,3,972,458,362,18,501.69,2019-08-16 06:44:21,Física
131,1,831,156,396,93,693.42,2022-08-16 09:32:57,Física
132,3,470,496,373,75,746.78,2015-05-18 15:36:53,Física
133,5,796,766,184,60,893.93,2016-03-26 11:14:35,Física
134,3,666,359,356,79,380.44,2016-01-10 07:01:40,Online
135,2,97,408,101,62,372.48,2015-08-30 13:39:18,Física
136,5,713,990,269,30,805.95,2023-08-23 11:06:24,Física
137,5,528,216,400,96,317.77,2022-07-19 04:37:49,Física
138,2,848,801,285,95,313.08,2015-09-09 07:56:22,Online
139,2,257,152,477,82,530.86,2016-11-14 01:15:15,Física
140,4,532,383,102,13,737.03,2018-03-12 15:21:23,Física
141,4,805,827,437,49,699.51,2017-02-18 23:01:52,Online
142,1,650,429,302,94,918.61,2018-09-28 11:17:08,Física
143,5,794,772,65,28,687.38,2021-11-23 01:59:39,Online
144,5,431,403,499,1,157.5,2023-07-24 19:30:28,Física
145,5,30,492,145,58,535.77,2018-09-14 13:17:46,Física
146,3,989,75,462,98,393.2,2017-12-31 23:43:22,Física
147,1,33,524,448,87,37.11,2024-02-12 17:52:41,Online
148,4,220,255,346,77,197.4,2018-06-15 05:26:48,Online
149,3,286,207,391,85,938.36,2018-06-04 18:22:33,Online
150,4,881,550,74,92,360.07,2020-03-30 03:57:59,Online
151,1,546,798,302,41,924.63,2017-07-25 19:16:51,Física
152,5,511,503,58,8,48.29,2024-01-15 18:52:55,Online
153,2,555,576,191,83,158.66,2017-11-09 15:05:24,Física
154,2,395,801,426,56,814.15,2024-09-18 20:44:58,Online
155,3,916,444,355,29,8.74,2016-04-15 00:12:56,Física
156,3,790,803,222,29,803.79,2018-11-10 08:00:33,Física
157,4,474,215,364,36,230.24,2014-08-26 20:26:20,Online
158,1,104,815,302,46,537.25,2015-11-11 06:22:32,Física
159,1,794,623,35,88,169.26,2023-10-05 21:29:40,Física
160,4,958,981,164,37,470.12,2017-07-15 02:36:58,Física
161,4,130,678,335,28,476.78,2016-05-28 20:11:19,Física
162,3,51,67,96,13,491.77,2024-12-11 07:06:11,Online
163,4,406,194,99,69,886.68,2016-03-08 18:18:42,Física
164,1,234,405,16,47,301.61,2022-02-21 15:01:14,Física
165,5,598,167,338,48,192.89,2021-05-04 15:38:42,Online
166,2,500,173,336,26,119.48,2015-12-14 09:00:48,Online
167,5,841,854,92,63,379.04,2014-07-26 20:49:03,Online
168,1,211,683,460,35,114.11,2024-07-26 21:31:43,Online
169,2,43,241,443,86,896.8,2019-03-28 19:16:47,Física
170,5,672,993,292,77,200.38,2019-02-14 22:46:30,Física
171,3,919,876,57,25,405.13,2018-06-10 14:58:03,Física
172,5,614,280,177,91,168.65,2024-03-01 10:57:58,Física
173,3,742,237,278,25,651.1,2019-05-29 00:31:44,Online
174,2,236,780,346,5,713.49,2024-04-12 00:22:55,Online
175,2,1,542,76,41,88.06,2015-09-11 19:39:58,Física
176,2,75,910,308,26,531.12,2020-07-21 00:28:06,Física
177,3,945,671,321,75,690.16,2021-04-14 14:12:52,Online
178,2,121,215,92,91,279.37,2021-07-24 13:54:56,Física
179,2,775,156,427,36,332.68,2021-02-25 03:59:22,Física
180,5,171,985,469,91,125.09,2020-02-22 18:02:06,Física
181,5,145,262,110,58,343.65,2022-08-02 21:53:33,Física
182,5,646,985,17,28,663.12,2020-02-05 11:29:29,Online
183,2,492,328,485,20,446.21,2019-05-05 05:22:09,Online
184,3,955,208,331,31,66.79,2023-12-24 13:48:47,Física
185,5,535,14,145,82,401.26,2017-07-16 07:58:55,Online
186,3,525,628,125,32,766.76,2015-05-11 06:33:49,Online
187,2,416,533,95,34,45.99,2024-03-22 22:53:22,Física
188,5,356,145,172,98,211.21,2024-10-13 08:43:42,Online
189,3,279,624,285,73,191.17,2015-09-22 16:54:56,Online
190,4,202,583,415,73,331.35,2022-05-30 08:34:20,Física
191,3,107,748,264,49,437.67,2016-09-04 09:29:30,Física
192,3,806,459,267,49,784.96,2016-01-07 21:40:48,Online
193,3,117,787,469,31,701.24,2021-06-01 16:32:59,Online
194,5,693,945,212,17,824.54,2014-05-27 07:04:07,Física
195,3,851,906,9,85,129.98,2022-11-21 12:29:08,Física
196,4,280,853,67,25,39.16,2023-05-14 13:40:58,Física
197,3,64,6,309,70,162.23,2017-03-05 01:43:50,Online
198,3,875,643,360,81,575.33,2022-12-09 06:09:28,Física
199,1,144,244,219,44,940.17,2019-10-14 05:17:53,Física
200,5,964,469,500,27,281.24,2021-11-30 05:21:57,Física
201,2,640,118,266,36,497.4,2021-01-27 11:11:02,Física
202,4,600,374,184,12,688.11,2018-03-25 02:20:48,Online
203,3,612,946,475,90,716.25,2024-12-20 01:45:12,Física
204,2,76,951,161,51,167.23,2024-07-28 23:40:42,Física
205,1,474,557,343,22,481.87,2020-04-10 16:17:56,Física
206,2,444,17,144,46,462.17,2015-01-30 03:44:44,Física
207,2,774,548,472,63,654.48,2015-12-24 10:59:38,Online
208,2,758,978,333,16,336.55,2017-12-21 09:37:36,Física
209,4,643,573,166,45,418.81,2020-11-16 14:08:00,Online
210,5,53,441,85,66,631.22,2019-03-28 05:40:43,Física
211,5,661,559,27,39,67.24,2021-07-17 10:58:55,Online
212,1,758,476,38,27,667.67,2018-03-27 01:55:33,Online
213,1,368,64,420,5,543.95,2020-02-05 19:10:57,Física
214,5,373,472,241,79,272.07,2015-05-23 01:28:04,Física
215,2,513,267,101,37,116.7,2019-03-08 23:32:54,Online
216,3,28,591,37,12,340.25,2021-05-05 02:56:46,Online
217,4,683,946,97,40,930.33,2021-02-01 02:27:14,Online
218,5,889,295,453,93,486.8,2024-01-30 08:46:02,Online
219,5,595,564,131,70,943.74,2018-12-11 12:17:21,Online
220,4,223,867,443,59,558.38,2017-04-03 20:51:13,Online
221,4,342,40,198,93,452.21,2015-02-05 18:11:01,Física
222,1,222,76,188,3,167.06,2018-03-27 22:19:02,Física
223,3,436,171,389,14,591.27,2019-10-30 02:30:13,Física
224,5,163,303,193,100,533.52,2014-08-24 10:25:13,Online
225,5,576,696,491,74,208.18,2018-02-12 10:03:16,Física
226,5,484,477,426,92,821.19,2018-11-18 20:54:23,Online
227,4,592,852,472,55,968.31,2021-06-07 08:31:15,Online
228,2,518,305,164,47,304.22,2019-10-06 18:30:42,Física
229,1,893,865,159,20,109.83,2018-05-06 05:34:53,Online
230,1,14,470,22,99,989.6,2021-07-09 16:12:58,Online
231,2,512,170,308,91,827.52,2021-07-10 03:07:49,Online
232,1,305,714,373,92,184.28,2014-01-02 22:55:51,Online
233,3,473,18,468,88,273.83,2018-04-08 08:00:37,Física
234,2,973,129,356,67,323.05,2024-08-17 16:11:00,Física
235,5,991,141,278,47,552.03,2016-09-21 00:11:48,Online
236,2,993,151,172,6,550.8,2021-05-25 15:16:28,Online
237,3,680,904,299,73,253.19,2022-04-13 18:16:31,Física
238,2,96,556,65,91,19.12,2015-07-27 20:41:56,Online
239,4,484,475,49,50,505.88,2018-01-19 03:06:49,Física
240,5,432,259,20,60,687.39,2018-01-06 14:37:12,Física
241,1,654,997,266,53,43.43,2016-05-27 02:27:05,Online
242,4,256,750,71,39,833.83,2024-05-27 02:34:34,Online
243,2,950,988,240,18,156.38,2023-10-09 06:35:54,Online
244,1,207,685,339,16,46.1,2018-10-24 17:36:08,Online
245,5,414,528,417,63,68.54,2022-05-09 11:20:21,Online
246,1,335,597,316,48,6.51,2017-10-04 23:05:47,Física
247,2,731,417,280,57,964.62,2016-08-10 13:35:16,Física
248,4,697,859,279,25,45.1,2022-10-11 03:05:06,Online
249,3,71,721,436,13,238.88,2017-06-13 15:20:47,Online
250,4,256,400,78,7,381.0,2015-12-23 00:34:37,Online
251,4,396,736,231,48,19.78,2023-10-07 19:45:26,Física
252,3,769,238,325,22,170.72,2022-04-16 07:27:44,Online
253,4,366,147,270,63,144.92,2024-03-27 20:37:57,Física
254,5,229,336,256,22,976.16,2019-09-22 02:21:34,Física
255,5,362,316,362,15,116.94,2024-09-08 18:38:29,Física
256,3,806,424,423,29,831.86,2014-12-12 21:12:41,Online
257,4,497,78,374,12,486.16,2024-01-29 15:14:51,Online
258,1,923,477,106,49,574.69,2019-12-31 17:37:35,Física
259,5,470,8,94,76,654.63,2023-01-12 15:22:24,Física
260,1,632,254,157,85,667.66,2018-05-09 21:15:28,Online
261,5,376,946,400,88,504.86,2021-12-09 04:09:31,Online
262,4,417,192,474,57,354.74,2017-03-03 07:18:37,Física
263,1,420,130,162,17,956.6,2023-11-14 21:21:52,Online
264,1,245,970,221,52,936.21,2024-04-02 05:06:18,Física
265,3,791,936,256,26,561.87,2017-01-13 02:18:15,Online
266,2,629,121,243,88,767.27,2019-08-16 01:36:35,Online
267,2,476,579,144,9,228.19,2015-12-15 17:39:43,Online
268,3,740,226,193,64,983.26,2021-09-01 12:35:02,Online
269,3,503,511,226,35,840.06,2020-11-15 19:37:44,Online
270,3,25,73,494,97,16.81,2019-10-18 10:06:33,Online
271,4,83,817,53,72,215.02,2018-01-19 08:36:32,Online
272,3,680,377,141,19,347.15,2014-05-24 00:17:35,Online
273,1,999,343,4,28,343.83,2021-06-28 15:00:10,Física
274,4,14,786,252,73,991.98,2015-10-12 03:17:51,Física
275,5,224,781,302,3,498.6,2017-08-16 18:59:22,Online
276,1,809,467,416,7,360.44,2020-03-17 17:44:37,Online
277,3,59,716,472,56,625.48,2021-05-07 21:02:31,Online
278,3,975,96,419,90,974.23,2019-02-05 06:43:21,Online
279,3,290,713,175,98,591.75,2023-06-20 15:29:25,Física
280,5,697,904,495,72,30.2,2021-04-07 10:31:51,Física
281,2,333,245,167,84,181.15,2023-03-16 19:26:30,Física
282,4,476,568,275,96,998.27,2024-11-21 07:40:48,Online
283,2,676,57,127,69,897.59,2024-09-15 21:13:24,Física
284,1,555,973,151,67,908.2,2016-10-07 13:32:18,Online
285,1,614,510,98,16,32.95,2019-01-12 04:29:25,Online
286,5,517,821,75,48,735.04,2014-12-03 04:56:07,Física
287,5,866,927,226,94,183.5,2015-07-19 22:23:38,Física
288,4,203,118,480,100,777.63,2019-01-08 14:23:45,Online
289,3,544,505,229,86,77.72,2015-12-16 13:36:07,Online
290,5,338,400,83,45,483.71,2023-07-19 12:26:01,Física
291,4,135,319,488,44,932.53,2018-09-27 22:35:37,Online
292,5,802,889,316,39,71.6,2019-12-07 12:04:52,Física
293,2,853,1000,293,56,720.46,2023-12-14 13:33:16,Online
294,3,670,56,141,47,510.65,2015-10-25 11:06:28,Online
295,5,319,174,333,5,558.03,2018-04-23 23:15:06,Online
296,5,350,603,364,82,685.51,2014-04-26 21:14:12,Online
297,1,82,689,239,64,928.67,2016-10-15 01:51:52,Online
298,3,93,787,395,29,472.24,2014-06-27 05:35:48,Física
299,3,658,402,436,1,550.34,2016-07-02 04:53:43,Física
300,1,288,328,25,69,141.1,2022-08-22 04:12:41,Online
301,4,118,465,359,72,410.39,2024-12-10 11:48:43,Online
302,4,627,653,299,5,197.52,2024-10-02 14:11:48,Física
303,2,820,725,243,45,740.29,2023-12-02 00:20:28,Online
304,1,852,54,41,80,990.91,2022-01-16 20:54:01,Online
305,5,525,787,261,12,548.77,2023-01-17 17:07:25,Online
306,4,828,302,184,40,174.18,2015-10-04 05:53:55,Online
307,1,683,266,229,44,569.35,2024-04-10 23:46:32,Online
308,4,385,636,49,24,653.89,2017-01-24 19:05:44,Física
309,5,292,148,66,63,339.43,2018-10-17 02:34:59,Física
310,1,643,172,85,69,262.31,2019-02-23 10:59:09,Física
311,4,174,749,448,44,560.24,2022-08-09 22:18:12,Física
312,3,158,368,485,77,4.03,2022-06-02 09:47:07,Online
313,3,780,231,143,32,749.42,2024-08-07 01:41:48,Online
314,1,284,481,188,65,142.0,2019-09-04 02:13:43,Online
315,5,474,841,258,47,591.99,2024-05-29 21:33:27,Online
316,2,511,413,434,81,299.13,2019-07-12 02:38:32,Online
317,2,741,780,427,40,698.37,2014-11-20 06:20:42,Física
318,4,68,652,344,4,152.34,2024-06-18 07:31:09,Online
319,4,99,948,225,89,512.59,2018-02-20 08:44:26,Física
320,4,105,236,102,12,151.95,2016-10-05 07:46:10,Física
321,3,934,185,321,6,939.85,2020-01-07 01:55:40,Física
322,4,373,412,235,63,920.9,2016-07-05 22:15:06,Online
323,5,935,761,458,3,235.37,2024-02-25 12:31:21,Online
324,3,43,32,494,8,185.14,2017-02-20 02:18:54,Online
325,4,686,384,300,45,155.28,2017-05-17 15:46:49,Online
326,5,894,681,430,49,737.41,2015-03-31 09:59:58,Online
327,3,487,79,5,57,529.55,2019-03-07 10:52:07,Física
328,1,689,635,296,33,440.02,2014-06-24 20:10:01,Física
329,3,826,285,477,75,350.85,2019-11-01 21:06:20,Online
330,5,154,473,385,37,705.32,2018-01-06 11:09:02,Online
331,3,895,382,285,86,842.41,2017-09-23 21:40:04,Física
332,2,133,729,267,97,929.94,2014-08-30 19:12:13,Online
333,1,649,166,386,45,498.7,2021-06-03 00:08:39,Física
334,3,622,286,318,45,498.31,2014-02-07 04:56:01,Online
335,1,372,311,86,45,394.96,2023-01-17 18:06:02,Online
336,2,679,492,387,46,727.0,2024-03-17 12:41:31,Online
337,1,634,326,273,31,503.47,2024-03-24 02:56:50,Física
338,4,620,960,165,26,847.57,2016-06-17 19:34:32,Física
339,5,980,896,281,29,563.18,2015-04-01 07:47:34,Online
340,3,761,39,442,93,757.48,2021-03-19 00:18:33,Online
341,3,473,113,257,60,919.53,2016-03-27 13:22:23,Física
342,2,937,890,203,41,595.3,2017-01-21 14:33:26,Física
343,2,185,774,338,79,813.19,2024-09-22 01:40:13,Online
344,1,706,696,213,29,811.7,2022-01-06 04:46:39,Online
345,5,214,974,451,41,350.58,2019-10-26 04:05:17,Online
346,2,850,507,76,32,671.68,2020-08-07 05:32:38,Física
347,3,574,82,157,87,404.45,2015-02-20 21:45:17,Online
348,5,248,30,137,5,327.97,2022-08-14 04:53:48,Física
349,1,107,344,376,49,107.17,2014-09-03 13:27:20,Online
350,4,5,186,392,66,206.08,2020-09-08 01:33:37,Online
351,2,19,422,226,6,774.2,2017-08-15 14:27:04,Online
352,5,614,637,191,73,884.28,2016-09-30 10:08:35,Física
353,2,709,814,122,46,992.71,2024-07-12 13:01:03,Física
354,1,720,663,64,89,889.6,2023-03-22 00:57:53,Física
355,1,280,18,409,14,505.15,2020-03-21 23:09:32,Online
356,5,146,618,233,34,497.44,2017-12-11 04:48:09,Online
357,2,374,477,366,85,425.83,2014-07-30 07:48:15,Física
358,1,766,85,324,71,439.25,2016-06-28 11:32:43,Online
359,3,611,18,429,19,55.65,2018-12-03 09:04:53,Física
360,4,473,893,365,94,336.0,2017-10-26 13:22:24,Online
361,3,820,416,232,86,295.07,2022-05-26 00:15:09,Online
362,1,367,185,106,55,190.34,2014-04-02 23:51:27,Física
363,3,952,993,76,8,60.4,2018-06-07 21:57:51,Física
364,5,34,566,217,26,152.62,2022-11-05 05:15:21,Online
365,3,196,190,79,71,286.07,2019-11-02 10:56:38,Física
366,3,373,92,132,79,292.64,2016-09-29 04:22:13,Física
367,1,301,227,237,85,73.49,2021-12-27 01:49:15,Física
368,3,292,458,215,5,807.57,2022-06-01 10:41:13,Física
369,4,533,514,177,98,648.37,2022-08-16 13:10:59,Online
370,2,9,220,63,9,713.34,2018-10-17 10:41:18,Física
371,4,891,499,323,84,715.05,2021-01-03 23:42:35,Física
372,5,923,717,422,61,13.11,2017-06-22 06:28:44,Online
373,1,824,253,190,32,886.45,2015-02-27 23:39:42,Física
374,3,74,810,476,53,681.17,2024-12-10 13:47:26,Online
375,4,324,633,381,53,573.96,2022-11-04 20:52:34,Física
376,5,472,941,207,85,102.05,2017-12-05 15:47:05,Online
377,4,905,172,156,7,358.91,2018-06-13 21:09:24,Online
378,2,99,352,35,28,537.41,2017-08-14 23:14:46,Online
379,1,704,31,152,32,705.87,2018-08-11 07:52:21,Online
380,5,436,590,193,25,827.63,2024-02-27 19:28:53,Online
381,3,865,793,359,14,987.37,2021-11-08 09:52:55,Online
382,2,208,305,113,90,149.88,2022-11-17 20:04:07,Online
383,3,300,869,304,26,202.76,2016-01-22 10:22:37,Física
384,2,892,647,237,20,387.45,2019-06-15 01:38:32,Física
385,2,94,252,155,72,31.86,2021-01-28 22:30:18,Física
386,5,571,173,334,11,567.53,2018-08-27 10:12:30,Online
387,1,553,62,78,1,600.95,2015-05-25 08:10:04,Física
388,1,570,341,351,81,458.39,2018-04-11 06:14:54,Online
389,1,7,347,15,57,563.41,2014-03-13 02:34:34,Online
390,5,293,839,271,31,443.37,2023-08-12 06:38:35,Online
391,1,409,306,283,47,967.51,2023-07-08 10:52:37,Online
392,4,428,494,473,98,546.02,2019-04-04 18:40:51,Física
393,5,432,269,218,96,558.58,2022-02-14 01:10:21,Física
394,2,616,170,154,71,680.76,2019-06-22 21:02:55,Online
395,3,240,368,99,18,512.38,2015-11-15 22:23:53,Online
396,1,266,959,376,4,864.3,2014-12-20 23:49:11,Física
397,3,520,960,86,98,877.69,2021-06-18 22:14:40,Física
398,3,612,128,196,82,530.93,2022-06-26 15:23:44,Física
399,1,866,143,43,18,584.59,2019-04-24 10:03:23,Online
400,1,512,523,400,66,972.12,2020-04-20 12:01:22,Física
401,2,518,804,485,69,321.47,2019-12-08 10:16:56,Física
402,1,127,482,11,36,16.29,2022-12-25 01:08:06,Física
403,2,792,789,424,87,861.0,2024-07-01 10:29:43,Online
404,5,409,680,265,64,695.94,2015-11-20 16:49:32,Física
405,5,768,985,170,95,248.37,2014-03-22 06:49:40,Física
406,4,230,732,78,23,977.55,2021-04-06 06:47:14,Online
407,1,334,855,305,63,854.67,2014-11-25 17:33:32,Online
408,4,859,594,195,83,437.62,2022-08-21 03:24:59,Online
409,2,777,225,377,22,281.65,2020-01-09 03:46:13,Física
410,4,64,123,39,46,660.43,2023-06-26 22:26:17,Online
411,3,509,833,437,5,526.57,2022-01-27 00:45:21,Online
412,5,252,855,343,46,220.2,2022-11-08 07:13:29,Física
413,4,654,876,316,97,520.89,2017-05-25 09:17:01,Online
414,4,984,748,84,84,241.93,2024-12-27 23:22:03,Online
415,1,317,6,32,31,973.52,2022-04-22 01:37:29,Online
416,3,179,805,292,87,624.9,2019-07-11 00:09:57,Física
417,5,930,485,255,96,556.35,2023-09-05 13:04:26,Física
418,5,750,817,173,59,717.6,2014-01-03 21:24:19,Online
419,4,240,853,448,30,29.65,2021-06-21 07:22:34,Online
420,4,356,746,408,6,478.16,2024-05-11 10:28:15,Online
421,2,660,956,36,46,397.36,2014-04-07 18:19:52,Online
422,5,61,341,371,45,767.07,2015-08-07 06:04:14,Online
423,2,679,335,89,71,609.94,2022-01-04 11:27:01,Online
424,5,65,975,193,67,829.43,2020-06-08 09:22:19,Física
425,5,100,117,344,27,267.96,2024-05-10 13:53:34,Online
426,5,849,199,371,69,479.05,2022-12-22 04:40:29,Física
427,3,986,44,463,54,509.22,2014-07-22 16:51:32,Online
428,4,35,300,360,43,193.08,2021-03-29 14:28:12,Física
429,2,263,287,477,68,409.31,2021-09-21 03:35:16,Física
430,5,281,768,467,81,90.99,2020-02-06 04:28:16,Online
431,5,859,987,153,46,389.47,2018-04-20 03:41:37,Física
432,1,761,186,384,98,403.53,2014-03-10 18:36:30,Online
433,1,144,458,224,86,214.24,2014-06-01 20:30:18,Física
